Country-City,Date,Temperature,Timestamp
"Japan, Kobe",วันพฤหัสบดี 00:00,17 °C,2025-04-23
"Japan, Kyoto",วันพฤหัสบดี 00:00,17 °C,2025-04-23
"Japan, Nagoya",วันพฤหัสบดี 00:00,17 °C,2025-04-23
"Japan, Osaka",วันพฤหัสบดี 00:00,17 °C,2025-04-23
"Japan, Sapporo",วันพฤหัสบดี 00:00,10 °C,2025-04-23
"Japan, Tokyo",วันพฤหัสบดี 00:00,18 °C,2025-04-23
"Japan, Yokohama",วันพฤหัสบดี 00:00,19 °C,2025-04-23
"Jordan, Amman",วันพุธ 18:00,31 °C,2025-04-23
"Kazakhstan, Almaty",วันพุธ 20:00,13 °C,2025-04-23
"Kazakhstan, Aqtobe",วันพุธ 20:00,21 °C,2025-04-23
"Kazakhstan, Astana",วันพุธ 20:00,18 °C,2025-04-23
"Kazakhstan, Oral",วันพุธ 20:00,22 °C,2025-04-23
"Kenya, Nairobi",วันพุธ 18:00,21 °C,2025-04-23
"Kosovo, Pristina*",วันพุธ 17:00,22 °C,2025-04-23
"Kuwait, Kuwait City",วันพุธ 18:00,38 °C,2025-04-23
"Kyrgyzstan, Bishkek",วันพุธ 21:00,20 °C,2025-04-23
"Laos, Vientiane",วันพุธ 22:00,31 °C,2025-04-23
"Latvia, Riga*",วันพุธ 18:00,15 °C,2025-04-23
"Lebanon, Beirut*",วันพุธ 18:00,25 °C,2025-04-23
"Liberia, Monrovia",วันพุธ 15:00,33 °C,2025-04-23
"Liechtenstein, Vaduz*",วันพุธ 17:00,19 °C,2025-04-23
"Lithuania, Vilnius*",วันพุธ 18:00,17 °C,2025-04-23
"Luxembourg, Luxembourg*",วันพุธ 17:00,8 °C,2025-04-23
"Madagascar, Antananarivo",วันพุธ 18:00,23 °C,2025-04-23
"Malawi, Lilongwe",วันพุธ 17:00,25 °C,2025-04-23
"Malaysia, Kuala Lumpur, Kuala Lumpur",วันพุธ 23:00,28 °C,2025-04-23
"Maldives, Male",วันพุธ 20:00,30 °C,2025-04-23
"Mali, Bamako",วันพุธ 15:00,39 °C,2025-04-23
"Malta, Valletta*",วันพุธ 17:00,19 °C,2025-04-23
"Marshall Islands, Majuro",วันพฤหัสบดี 03:00,28 °C,2025-04-23
"Martinique, Fort-de-France",วันพุธ 11:00,30 °C,2025-04-23
"Mauritius, Port Louis",วันพุธ 19:00,27 °C,2025-04-23
"Mexico, Aguascalientes, Aguascalientes",วันพุธ 09:00,19 °C,2025-04-23
"Mexico, Baja California, Mexicali*",วันพุธ 08:00,16 °C,2025-04-23
"Mexico, Baja California, Tijuana*",วันพุธ 08:00,13 °C,2025-04-23
"Mexico, Ciudad de México, Mexico City",วันพุธ 09:00,20 °C,2025-04-23
"Mexico, Guerrero, Acapulco",วันพุธ 09:00,26 °C,2025-04-23
"Mexico, Jalisco, Guadalajara",วันพุธ 09:00,18 °C,2025-04-23
"Mexico, Quintana Roo, Cancún",วันพุธ 10:00,29 °C,2025-04-23
"Mexico, Sinaloa, Mazatlan",วันพุธ 08:00,16 °C,2025-04-23
"Mexico, Sonora, Hermosillo",วันพุธ 08:00,12 °C,2025-04-23
"Mexico, Veracruz, Veracruz",วันพุธ 09:00,26 °C,2025-04-23
"Micronesia, Pohnpei, Palikir",วันพฤหัสบดี 02:00,25 °C,2025-04-23
"Moldova, Chișinău*",วันพุธ 18:00,25 °C,2025-04-23
"Monaco, Monaco*",วันพุธ 17:00,18 °C,2025-04-23
"Mongolia, Hovd",วันพุธ 22:00,16 °C,2025-04-23
"Mongolia, Ulaanbaatar",วันพุธ 23:00,-8 °C,2025-04-23
"Montenegro, Podgorica*",วันพุธ 17:00,22 °C,2025-04-23
"Morocco, Casablanca*",วันพุธ 16:00,21 °C,2025-04-23
"Morocco, Rabat*",วันพุธ 16:00,23 °C,2025-04-23
"Mozambique, Maputo",วันพุธ 17:00,22 °C,2025-04-23
"Myanmar, Yangon",วันพุธ 21:30,32 °C,2025-04-23
"Namibia, Windhoek",วันพุธ 17:00,24 °C,2025-04-23
"Nepal, Kathmandu",วันพุธ 20:45,26 °C,2025-04-23
"Netherlands, Amsterdam*",วันพุธ 17:00,14 °C,2025-04-23
"New Caledonia, New Caledonia, Noumea",วันพฤหัสบดี 02:00,21 °C,2025-04-23
"New Zealand, Auckland",วันพฤหัสบดี 03:00,13 °C,2025-04-23
"New Zealand, Wellington",วันพฤหัสบดี 03:00,13 °C,2025-04-23
"Nicaragua, Managua",วันพุธ 09:00,29 °C,2025-04-23
"Niger, Niamey",วันพุธ 16:00,40 °C,2025-04-23
"Nigeria, Lagos, Lagos",วันพุธ 16:00,32 °C,2025-04-23
"North Korea, Pyongyang",วันพฤหัสบดี 00:00,15 °C,2025-04-23
"North Macedonia, Skopje*",วันพุธ 17:00,23 °C,2025-04-23
"Norway, Svalbard, Longyearbyen*",วันพุธ 17:00,-11 °C,2025-04-23
"Norway, Oslo*",วันพุธ 17:00,14 °C,2025-04-23
"Norway, Tromsø*",วันพุธ 17:00,0 °C,2025-04-23
"Oman, Muscat",วันพุธ 19:00,35 °C,2025-04-23
"Pakistan, Islamabad",วันพุธ 20:00,34 °C,2025-04-23
"Pakistan, Sindh, Karachi",วันพุธ 20:00,34 °C,2025-04-23
"Pakistan, Lahore",วันพุธ 20:00,35 °C,2025-04-23
"Palau, Ngerulmud",วันพฤหัสบดี 00:00,28 °C,2025-04-23
"Panama, Panama",วันพุธ 10:00,28 °C,2025-04-23
"Papua New Guinea, Port Moresby",วันพฤหัสบดี 01:00,25 °C,2025-04-23
"Paraguay, Asuncion",วันพุธ 12:00,25 °C,2025-04-23
"Peru, Lima, Lima",วันพุธ 10:00,18 °C,2025-04-23
"Philippines, Manila",วันพุธ 23:00,31 °C,2025-04-23
"Poland, Warsaw*",วันพุธ 17:00,21 °C,2025-04-23
"Portugal, Azores, Ponta Delgada*",วันพุธ 15:00,19 °C,2025-04-23
"Portugal, Lisbon, Lisbon*",วันพุธ 16:00,23 °C,2025-04-23
"Puerto Rico, San Juan",วันพุธ 11:00,27 °C,2025-04-23
"Qatar, Doha",วันพุธ 18:00,32 °C,2025-04-23
"Réunion (French), Saint-Denis",วันพุธ 19:00,27 °C,2025-04-23
"Romania, Bucharest*",วันพุธ 18:00,24 °C,2025-04-23
"Russia, Belushya Guba",วันพุธ 18:00,-5 °C,2025-04-23
"Russia, Ufa",วันพุธ 20:00,20 °C,2025-04-23
"Russia, Chelyabinsk",วันพุธ 20:00,5 °C,2025-04-23
"Russia, Anadyr",วันพฤหัสบดี 03:00,-8 °C,2025-04-23
"Russia, Pevek",วันพฤหัสบดี 03:00,-14 °C,2025-04-23
"Russia, Irkutsk",วันพุธ 23:00,5 °C,2025-04-23
"Russia, Kaliningrad",วันพุธ 17:00,16 °C,2025-04-23
"Russia, Petropavlovsk-Kamchatsky",วันพฤหัสบดี 03:00,2 °C,2025-04-23
"Russia, Komsomolsk-on-Amur",วันพฤหัสบดี 01:00,6 °C,2025-04-23
"Russia, Khatanga",วันพุธ 22:00,-14 °C,2025-04-23
"Russia, Krasnoyarsk",วันพุธ 22:00,11 °C,2025-04-23
"Russia, Norilsk",วันพุธ 22:00,-12 °C,2025-04-23
"Russia, Magadan",วันพฤหัสบดี 02:00,3 °C,2025-04-23
"Russia, Moscow",วันพุธ 18:00,25 °C,2025-04-23
"Russia, Murmansk",วันพุธ 18:00,0 °C,2025-04-23
"Russia, Novgorod",วันพุธ 18:00,13 °C,2025-04-23
"Russia, Novosibirsk",วันพุธ 22:00,12 °C,2025-04-23
"Russia, Omsk",วันพุธ 21:00,8 °C,2025-04-23
"Russia, Perm",วันพุธ 20:00,9 °C,2025-04-23
"Russia, Vladivostok",วันพฤหัสบดี 01:00,4 °C,2025-04-23
"Russia, Saint-Petersburg",วันพุธ 18:00,9 °C,2025-04-23
"Russia, Tiksi",วันพฤหัสบดี 00:00,-11 °C,2025-04-23
"Russia, Verkhoyansk",วันพฤหัสบดี 01:00,4 °C,2025-04-23
"Russia, Yakutsk",วันพฤหัสบดี 00:00,1 °C,2025-04-23
"Russia, Yuzhno-Sakhalinsk",วันพฤหัสบดี 02:00,-1 °C,2025-04-23
"Russia, Samara",วันพุธ 19:00,22 °C,2025-04-23
"Russia, Yekaterinburg",วันพุธ 20:00,8 °C,2025-04-23
"Russia, Kazan",วันพุธ 18:00,19 °C,2025-04-23
"Russia, Izhevsk",วันพุธ 19:00,13 °C,2025-04-23
"Russia, Chita",วันพฤหัสบดี 00:00,0 °C,2025-04-23
"Rwanda, Kigali",วันพุธ 17:00,24 °C,2025-04-23
"Saint Helena, Jamestown",วันพุธ 15:00,21 °C,2025-04-23
"Saint Kitts and Nevis, Basseterre",วันพุธ 11:00,29 °C,2025-04-23
"Saint Lucia, Castries",วันพุธ 11:00,30 °C,2025-04-23
"Saint Vincent and Grenadines, Kingstown",วันพุธ 11:00,29 °C,2025-04-23
"Samoa, Apia",วันพฤหัสบดี 04:00,25 °C,2025-04-23
"San Marino, San Marino*",วันพุธ 17:00,19 °C,2025-04-23
"Sao Tome and Principe, São Tomé",วันพุธ 15:00,32 °C,2025-04-23
"Saudi Arabia, Makkah",วันพุธ 18:00,35 °C,2025-04-23
"Saudi Arabia, Medina",วันพุธ 18:00,41 °C,2025-04-23
"Saudi Arabia, Riyadh",วันพุธ 18:00,37 °C,2025-04-23
"Senegal, Dakar",วันพุธ 15:00,26 °C,2025-04-23
"Serbia, Belgrade*",วันพุธ 17:00,23 °C,2025-04-23
"Seychelles, Victoria",วันพุธ 19:00,30 °C,2025-04-23
"Sierra Leone, Freetown",วันพุธ 15:00,31 °C,2025-04-23
"Singapore, Singapore",วันพุธ 23:00,28 °C,2025-04-23
"Slovakia, Bratislava*",วันพุธ 17:00,24 °C,2025-04-23
"Slovenia, Ljubljana*",วันพุธ 17:00,19 °C,2025-04-23
"Solomon Islands, Honiara",วันพฤหัสบดี 02:00,24 °C,2025-04-23
"South Africa, Cape Town",วันพุธ 17:00,22 °C,2025-04-23
"South Africa, Johannesburg",วันพุธ 17:00,11 °C,2025-04-23
"South Africa, Marion Island (Prince Edward Islands)",วันพุธ 18:00,9 °C,2025-04-23
"South Africa, Pretoria",วันพุธ 17:00,15 °C,2025-04-23
"South Korea, Seoul",วันพฤหัสบดี 00:00,12 °C,2025-04-23
"Spain, Barcelona, Barcelona*",วันพุธ 17:00,19 °C,2025-04-23
"Spain, Madrid, Madrid*",วันพุธ 17:00,21 °C,2025-04-23
"Spain, Majorca, Palma*",วันพุธ 17:00,22 °C,2025-04-23
"Sri Lanka, Colombo",วันพุธ 20:30,28 °C,2025-04-23
"Sri Lanka, Sri Jayawardenepura Kotte",วันพุธ 20:30,28 °C,2025-04-23
"Suriname, Paramaribo",วันพุธ 12:00,27 °C,2025-04-23
"Sweden, Stockholm*",วันพุธ 17:00,9 °C,2025-04-23
"Switzerland, Bern, Bern*",วันพุธ 17:00,15 °C,2025-04-23
"Switzerland, Geneva, Geneva*",วันพุธ 17:00,13 °C,2025-04-23
"Switzerland, Zurich, Zürich*",วันพุธ 17:00,19 °C,2025-04-23
"Syria, Damascus",วันพุธ 18:00,33 °C,2025-04-23
"Taiwan, Taipei",วันพุธ 23:00,23 °C,2025-04-23
"Tajikistan, Dushanbe",วันพุธ 20:00,20 °C,2025-04-23
"Tanzania, Dar es Salaam",วันพุธ 18:00,25 °C,2025-04-23
"Tanzania, Dodoma",วันพุธ 18:00,22 °C,2025-04-23
"Thailand, Bangkok",วันพุธ 22:00,31 °C,2025-04-23
"Togo, Lomé",วันพุธ 15:00,29 °C,2025-04-23
"Tonga, Nuku'alofa",วันพฤหัสบดี 04:00,22 °C,2025-04-23
"Trinidad and Tobago, Port of Spain",วันพุธ 11:00,29 °C,2025-04-23
"Tunisia, Tunis",วันพุธ 16:00,22 °C,2025-04-23
"Turkey, Ankara",วันพุธ 18:00,17 °C,2025-04-23
"Turkey, Istanbul",วันพุธ 18:00,14 °C,2025-04-23
"Turkmenistan, Ashgabat",วันพุธ 20:00,30 °C,2025-04-23
"Uganda, Kampala",วันพุธ 18:00,25 °C,2025-04-23
"Ukraine, Dnipro*",วันพุธ 18:00,25 °C,2025-04-23
"Ukraine, Kyiv*",วันพุธ 18:00,27 °C,2025-04-23
"United Arab Emirates, Abu Dhabi, Abu Dhabi",วันพุธ 19:00,36 °C,2025-04-23
"United Arab Emirates, Dubai, Dubai",วันพุธ 19:00,37 °C,2025-04-23
"United Kingdom, England, London*",วันพุธ 16:00,12 °C,2025-04-23
"United Kingdom, Northern Ireland, Belfast*",วันพุธ 16:00,15 °C,2025-04-23
"United Kingdom, Scotland, Edinburgh*",วันพุธ 16:00,12 °C,2025-04-23
"United Kingdom, Scotland, Glasgow*",วันพุธ 16:00,16 °C,2025-04-23
"United Kingdom, Wales, Cardiff*",วันพุธ 16:00,12 °C,2025-04-23
"Uruguay, Montevideo",วันพุธ 12:00,19 °C,2025-04-23
"US Minor Outlying Islands, Midway",วันพุธ 04:00,18 °C,2025-04-23
"US Minor Outlying Islands, Wake Island",วันพฤหัสบดี 03:00,26 °C,2025-04-23
"USA, Alabama, Montgomery*",วันพุธ 10:00,23 °C,2025-04-23
"USA, Alaska, Adak*",วันพุธ 06:00,6 °C,2025-04-23
"USA, Alaska, Anchorage*",วันพุธ 07:00,2 °C,2025-04-23
"USA, Alaska, Fairbanks*",วันพุธ 07:00,3 °C,2025-04-23
"USA, Alaska, Juneau*",วันพุธ 07:00,6 °C,2025-04-23
"USA, Alaska, Unalaska*",วันพุธ 07:00,3 °C,2025-04-23
"USA, Arizona, Phoenix",วันพุธ 08:00,20 °C,2025-04-23
"USA, Arkansas, Little Rock*",วันพุธ 10:00,19 °C,2025-04-23
"USA, California, Los Angeles*",วันพุธ 08:00,15 °C,2025-04-23
"USA, California, Sacramento*",วันพุธ 08:00,10 °C,2025-04-23
"USA, California, San Diego*",วันพุธ 08:00,14 °C,2025-04-23
"USA, California, San Francisco*",วันพุธ 08:00,11 °C,2025-04-23
"USA, California, San Jose*",วันพุธ 08:00,11 °C,2025-04-23
"USA, Colorado, Denver*",วันพุธ 09:00,6 °C,2025-04-23
"USA, Connecticut, Hartford*",วันพุธ 11:00,16 °C,2025-04-23
"USA, Delaware, Dover*",วันพุธ 11:00,18 °C,2025-04-23
"USA, District of Columbia, Washington DC*",วันพุธ 11:00,20 °C,2025-04-23
"USA, Florida, Miami*",วันพุธ 11:00,27 °C,2025-04-23
"USA, Florida, Orlando*",วันพุธ 11:00,25 °C,2025-04-23
"USA, Florida, Pensacola*",วันพุธ 10:00,23 °C,2025-04-23
"USA, Georgia, Atlanta*",วันพุธ 11:00,20 °C,2025-04-23
"USA, Hawaii, Honolulu",วันพุธ 05:00,24 °C,2025-04-23
"USA, Idaho, Boise*",วันพุธ 09:00,6 °C,2025-04-23
"USA, Illinois, Chicago*",วันพุธ 10:00,15 °C,2025-04-23
"USA, Indiana, Indianapolis*",วันพุธ 11:00,13 °C,2025-04-23
"USA, Iowa, Des Moines*",วันพุธ 10:00,16 °C,2025-04-23
"USA, Kansas, Topeka*",วันพุธ 10:00,19 °C,2025-04-23
"USA, Kentucky, Louisville*",วันพุธ 11:00,18 °C,2025-04-23
"USA, Louisiana, New Orleans*",วันพุธ 10:00,25 °C,2025-04-23
"USA, Maine, Augusta*",วันพุธ 11:00,12 °C,2025-04-23
"USA, Maryland, Baltimore*",วันพุธ 11:00,18 °C,2025-04-23
"USA, Massachusetts, Boston*",วันพุธ 11:00,14 °C,2025-04-23
"USA, Michigan, Detroit*",วันพุธ 11:00,17 °C,2025-04-23
"USA, Minnesota, Minneapolis*",วันพุธ 10:00,11 °C,2025-04-23
"USA, Minnesota, St. Paul*",วันพุธ 10:00,14 °C,2025-04-23
"USA, Mississippi, Jackson*",วันพุธ 10:00,21 °C,2025-04-23
"USA, Missouri, Kansas City*",วันพุธ 10:00,20 °C,2025-04-23
"USA, Missouri, St. Louis*",วันพุธ 10:00,19 °C,2025-04-23
"USA, Montana, Billings*",วันพุธ 09:00,3 °C,2025-04-23
"USA, Nebraska, Lincoln*",วันพุธ 10:00,15 °C,2025-04-23
"USA, Nevada, Las Vegas*",วันพุธ 08:00,21 °C,2025-04-23
"USA, New Hampshire, Concord*",วันพุธ 11:00,10 °C,2025-04-23
"USA, New Jersey, Newark*",วันพุธ 11:00,17 °C,2025-04-23
"USA, New Mexico, Albuquerque*",วันพุธ 09:00,11 °C,2025-04-23
"USA, New York, New York*",วันพุธ 11:00,16 °C,2025-04-23
"USA, North Carolina, Raleigh*",วันพุธ 11:00,21 °C,2025-04-23
"USA, North Dakota, Bismarck*",วันพุธ 10:00,3 °C,2025-04-23
"USA, Ohio, Columbus*",วันพุธ 11:00,19 °C,2025-04-23
"USA, Oklahoma, Oklahoma City*",วันพุธ 10:00,19 °C,2025-04-23
"USA, Oregon, Portland*",วันพุธ 08:00,7 °C,2025-04-23
"USA, Oregon, Salem*",วันพุธ 08:00,6 °C,2025-04-23
"USA, Pennsylvania, Philadelphia*",วันพุธ 11:00,18 °C,2025-04-23
"USA, Rhode Island, Providence*",วันพุธ 11:00,15 °C,2025-04-23
"USA, South Carolina, Columbia*",วันพุธ 11:00,18 °C,2025-04-23
"USA, South Dakota, Rapid City*",วันพุธ 09:00,6 °C,2025-04-23
"USA, South Dakota, Sioux Falls*",วันพุธ 10:00,13 °C,2025-04-23
"USA, Tennessee, Knoxville*",วันพุธ 11:00,17 °C,2025-04-23
"USA, Tennessee, Nashville*",วันพุธ 10:00,21 °C,2025-04-23
"USA, Texas, Austin*",วันพุธ 10:00,23 °C,2025-04-23
"USA, Texas, Dallas*",วันพุธ 10:00,18 °C,2025-04-23
"USA, Texas, Houston*",วันพุธ 10:00,23 °C,2025-04-23
"USA, Texas, Midland*",วันพุธ 10:00,19 °C,2025-04-23
"USA, Utah, Salt Lake City*",วันพุธ 09:00,13 °C,2025-04-23
"USA, Vermont, Montpelier*",วันพุธ 11:00,9 °C,2025-04-23
"USA, Virginia, Richmond*",วันพุธ 11:00,20 °C,2025-04-23
"USA, Washington, Seattle*",วันพุธ 08:00,6 °C,2025-04-23
"USA, West Virginia, Charleston*",วันพุธ 11:00,15 °C,2025-04-23
"USA, Wisconsin, Madison*",วันพุธ 10:00,14 °C,2025-04-23
"USA, Wisconsin, Milwaukee*",วันพุธ 10:00,9 °C,2025-04-23
"USA, Wyoming, Cheyenne*",วันพุธ 09:00,2 °C,2025-04-23
"Uzbekistan, Tashkent",วันพุธ 20:00,18 °C,2025-04-23
"Vatican City State, Vatican City*",วันพุธ 17:00,21 °C,2025-04-23
"Venezuela, Caracas",วันพุธ 11:00,26 °C,2025-04-23
"Vietnam, Hanoi",วันพุธ 22:00,27 °C,2025-04-23
"Vietnam, Ho Chi Minh",วันพุธ 22:00,28 °C,2025-04-23
"Western Sahara, El Aaiún*",วันพุธ 16:00,24 °C,2025-04-23
"Yemen, Aden",วันพุธ 18:00,32 °C,2025-04-23
"Zimbabwe, Harare",วันพุธ 17:00,27 °C,2025-04-23
"Albania, Tirana*",วันพฤหัสบดี 17:00,21 °C,2025-04-24
"Algeria, Algiers",วันพฤหัสบดี 16:00,19 °C,2025-04-24
"Angola, Luanda",วันพฤหัสบดี 16:00,31 °C,2025-04-24
"Antigua and Barbuda, Saint John's",วันพฤหัสบดี 11:00,27 °C,2025-04-24
"Argentina, Buenos Aires",วันพฤหัสบดี 12:00,18 °C,2025-04-24
"Argentina, Córdoba, Córdoba",วันพฤหัสบดี 12:00,17 °C,2025-04-24
"Armenia, Yerevan",วันพฤหัสบดี 19:00,21 °C,2025-04-24
"Australia, Australian Capital Territory, Canberra",วันศุกร์ 01:00,11 °C,2025-04-24
"Australia, New South Wales, Sydney",วันศุกร์ 01:00,19 °C,2025-04-24
"Australia, Northern Territory, Alice Springs",วันศุกร์ 00:30,12 °C,2025-04-24
"Australia, Northern Territory, Darwin",วันศุกร์ 00:30,25 °C,2025-04-24
"Australia, Queensland, Brisbane",วันศุกร์ 01:00,19 °C,2025-04-24
"Australia, Queensland, Cairns",วันศุกร์ 01:00,25 °C,2025-04-24
"Australia, South Australia, Adelaide",วันศุกร์ 00:30,17 °C,2025-04-24
"Australia, Tasmania, Hobart",วันศุกร์ 01:00,19 °C,2025-04-24
"Australia, Victoria, Melbourne",วันศุกร์ 01:00,21 °C,2025-04-24
"Australia, Western Australia, Eucla",วันพฤหัสบดี 23:45,15 °C,2025-04-24
"Australia, Western Australia, Perth",วันพฤหัสบดี 23:00,14 °C,2025-04-24
"Austria, Vienna, Vienna*",วันพฤหัสบดี 17:00,16 °C,2025-04-24
"Azerbaijan, Baku",วันพฤหัสบดี 19:00,17 °C,2025-04-24
"Bahamas, Nassau*",วันพฤหัสบดี 11:00,23 °C,2025-04-24
"Bahrain, Manama",วันพฤหัสบดี 18:00,32 °C,2025-04-24
"Bangladesh, Dhaka",วันพฤหัสบดี 21:00,32 °C,2025-04-24
"Barbados, Bridgetown",วันพฤหัสบดี 11:00,30 °C,2025-04-24
"Belarus, Minsk",วันพฤหัสบดี 18:00,20 °C,2025-04-24
"Belgium, Brussels, Brussels*",วันพฤหัสบดี 17:00,13 °C,2025-04-24
"Belize, Belmopan",วันพฤหัสบดี 09:00,25 °C,2025-04-24
"Benin, Porto Novo",วันพฤหัสบดี 16:00,32 °C,2025-04-24
"Bermuda, Hamilton*",วันพฤหัสบดี 12:00,22 °C,2025-04-24
"Bhutan, Thimphu",วันพฤหัสบดี 21:00,0 °C,2025-04-24
"Bolivia, La Paz",วันพฤหัสบดี 11:00,4 °C,2025-04-24
"Bosnia-Herzegovina, Sarajevo*",วันพฤหัสบดี 17:00,19 °C,2025-04-24
"Botswana, Gaborone",วันพฤหัสบดี 17:00,23 °C,2025-04-24
"Brazil, Acre, Rio Branco",วันพฤหัสบดี 10:00,28 °C,2025-04-24
"Brazil, Amazonas, Manaus",วันพฤหัสบดี 11:00,28 °C,2025-04-24
"Brazil, Bahia, Salvador",วันพฤหัสบดี 12:00,29 °C,2025-04-24
"Brazil, Ceará, Fortaleza",วันพฤหัสบดี 12:00,29 °C,2025-04-24
"Brazil, Distrito Federal, Brasilia",วันพฤหัสบดี 12:00,26 °C,2025-04-24
"Brazil, Pará, Belém",วันพฤหัสบดี 12:00,30 °C,2025-04-24
"Brazil, Pernambuco, Recife",วันพฤหัสบดี 12:00,29 °C,2025-04-24
"Brazil, Rio de Janeiro, Rio de Janeiro",วันพฤหัสบดี 12:00,26 °C,2025-04-24
"Brazil, São Paulo, São Paulo",วันพฤหัสบดี 12:00,24 °C,2025-04-24
"Brunei, Bandar Seri Begawan",วันพฤหัสบดี 23:00,27 °C,2025-04-24
"Bulgaria, Sofia*",วันพฤหัสบดี 18:00,20 °C,2025-04-24
"Burundi, Bujumbura",วันพฤหัสบดี 17:00,29 °C,2025-04-24
"Burundi, Gitega",วันพฤหัสบดี 17:00,29 °C,2025-04-24
"Cabo Verde, Praia",วันพฤหัสบดี 14:00,26 °C,2025-04-24
"Cambodia, Phnom Penh",วันพฤหัสบดี 22:00,29 °C,2025-04-24
"Cameroon, Yaoundé",วันพฤหัสบดี 16:00,30 °C,2025-04-24
"Canada, Alberta, Calgary*",วันพฤหัสบดี 09:00,1 °C,2025-04-24
"Canada, Alberta, Edmonton*",วันพฤหัสบดี 09:00,2 °C,2025-04-24
"Canada, British Columbia, Vancouver*",วันพฤหัสบดี 08:00,7 °C,2025-04-24
"Canada, Manitoba, Winnipeg*",วันพฤหัสบดี 10:00,7 °C,2025-04-24
"Canada, New Brunswick, Saint John*",วันพฤหัสบดี 12:00,10 °C,2025-04-24
"Canada, Newfoundland and Labrador, Happy Valley-Goose Bay*",วันพฤหัสบดี 12:00,6 °C,2025-04-24
"Canada, Newfoundland and Labrador, Mary's Harbour*",วันพฤหัสบดี 12:30,2 °C,2025-04-24
"Canada, Newfoundland and Labrador, St. John's*",วันพฤหัสบดี 12:30,-1 °C,2025-04-24
"Canada, Northwest Territories, Inuvik*",วันพฤหัสบดี 09:00,-14 °C,2025-04-24
"Canada, Northwest Territories, Yellowknife*",วันพฤหัสบดี 09:00,-8 °C,2025-04-24
"Canada, Nova Scotia, Halifax*",วันพฤหัสบดี 12:00,9 °C,2025-04-24
"Canada, Nunavut, Alert*",วันพฤหัสบดี 11:00,-21 °C,2025-04-24
"Canada, Nunavut, Baker Lake*",วันพฤหัสบดี 10:00,-15 °C,2025-04-24
"Canada, Nunavut, Coral Harbour",วันพฤหัสบดี 10:00,-9 °C,2025-04-24
"Canada, Nunavut, Eureka",วันพฤหัสบดี 10:00,-13 °C,2025-04-24
"Canada, Nunavut, Grise Fiord*",วันพฤหัสบดี 11:00,-6 °C,2025-04-24
"Canada, Nunavut, Pond Inlet*",วันพฤหัสบดี 11:00,-13 °C,2025-04-24
"Canada, Nunavut, Resolute Bay*",วันพฤหัสบดี 10:00,-11 °C,2025-04-24
"Canada, Ontario, Ottawa*",วันพฤหัสบดี 11:00,8 °C,2025-04-24
"Canada, Ontario, Toronto*",วันพฤหัสบดี 11:00,12 °C,2025-04-24
"Canada, Quebec, Blanc-Sablon",วันพฤหัสบดี 11:00,0 °C,2025-04-24
"Canada, Quebec, Chibougamau*",วันพฤหัสบดี 11:00,3 °C,2025-04-24
"Canada, Quebec, Kuujjuaq*",วันพฤหัสบดี 11:00,0 °C,2025-04-24
"Canada, Quebec, Montréal*",วันพฤหัสบดี 11:00,11 °C,2025-04-24
"Canada, Quebec, Québec*",วันพฤหัสบดี 11:00,10 °C,2025-04-24
"Canada, Saskatchewan, Regina",วันพฤหัสบดี 09:00,4 °C,2025-04-24
"Canada, Yukon, Whitehorse",วันพฤหัสบดี 08:00,2 °C,2025-04-24
"Cayman Islands, Grand Cayman, George Town",วันพฤหัสบดี 10:00,29 °C,2025-04-24
"Central African Republic, Bangui",วันพฤหัสบดี 16:00,34 °C,2025-04-24
"Chad, N'Djamena",วันพฤหัสบดี 16:00,45 °C,2025-04-24
"Chile, Easter Island",วันพฤหัสบดี 09:00,22 °C,2025-04-24
"Chile, Punta Arenas",วันพฤหัสบดี 12:00,8 °C,2025-04-24
"Chile, Santiago",วันพฤหัสบดี 11:00,16 °C,2025-04-24
"China, Beijing Municipality, Beijing",วันพฤหัสบดี 23:00,18 °C,2025-04-24
"China, Chongqing Municipality, Chongqing",วันพฤหัสบดี 23:00,16 °C,2025-04-24
"China, Guangdong, Shenzhen",วันพฤหัสบดี 23:00,24 °C,2025-04-24
"China, Jiangsu, Suzhou",วันพฤหัสบดี 23:00,17 °C,2025-04-24
"China, Shanghai Municipality, Shanghai",วันพฤหัสบดี 23:00,17 °C,2025-04-24
"China, Tibet, Lhasa",วันพฤหัสบดี 23:00,19 °C,2025-04-24
"China, Xinjiang, Ürümqi",วันพฤหัสบดี 23:00,18 °C,2025-04-24
"Colombia, Bogota",วันพฤหัสบดี 10:00,14 °C,2025-04-24
"Congo, Brazzaville",วันพฤหัสบดี 16:00,29 °C,2025-04-24
"Congo Dem. Rep., Kinshasa",วันพฤหัสบดี 16:00,29 °C,2025-04-24
"Cook Islands, Rarotonga",วันพฤหัสบดี 05:00,26 °C,2025-04-24
"Costa Rica, San Jose",วันพฤหัสบดี 09:00,24 °C,2025-04-24
"Cote d'Ivoire (Ivory Coast), Abidjan",วันพฤหัสบดี 15:00,31 °C,2025-04-24
"Cote d'Ivoire (Ivory Coast), Yamoussoukro",วันพฤหัสบดี 15:00,28 °C,2025-04-24
"Croatia, Zagreb*",วันพฤหัสบดี 17:00,22 °C,2025-04-24
"Cuba, Havana*",วันพฤหัสบดี 11:00,26 °C,2025-04-24
"Cyprus, Nicosia*",วันพฤหัสบดี 18:00,22 °C,2025-04-24
